count,lang,rel_type,rel_lang
8280,English,derived_from,Ancient Greek
56,English,derived_from,Koine Greek
18152,English,derived_from,Latin
1153,English,derived_from,Late Latin
1830,English,derived_from,Proto-Germanic
3657,English,derived_from,Proto-Indo-European
5920,English,derived_from,Old French
774,English,derived_from,Sanskrit
2,English,derived_from,Proto-Berber
78,English,derived_from,Egyptian
961,English,derived_from,Anglo-Norman
1072,English,derived_from,Middle English
1694,English,derived_from,Middle French
377,English,derived_from,Frankish
12,English,derived_from,Etruscan
3531,English,derived_from,French
983,English,derived_from,Old Norse
57,English,derived_from,Danish
218,English,derived_from,Proto-West Germanic
935,English,derived_from,Medieval Latin
179,English,derived_from,Middle Low German
31,English,derived_from,Old Saxon
1239,English,derived_from,Old English
371,English,derived_from,Middle Dutch
109,English,derived_from,Malay
65,English,derived_from,Biblical Hebrew
1,English,derived_from,Southern Ohlone
57,English,derived_from,Aramaic
41,English,derived_from,Ecclesiastical Latin
21,English,derived_from,Proto-Semitic
206,English,derived_from,New Latin
96,English,derived_from,Old Northern French
983,English,derived_from,Arabic
9,English,derived_from,Akan
160,English,derived_from,Old High German
308,English,derived_from,Japanese
251,English,derived_from,Portuguese
51,English,derived_from,Old Tupi
36,English,derived_from,Occitan
832,English,derived_from,Italian
386,English,derived_from,Vulgar Latin
63,English,derived_from,Old Occitan
31,English,derived_from,Old Italian
416,English,derived_from,Persian
87,English,derived_from,Old Irish
213,English,derived_from,Proto-Celtic
75,English,derived_from,Classical Nahuatl
31,English,derived_from,Cantonese
14,English,derived_from,Min Nan
39,English,derived_from,Proto-Brythonic
1201,English,derived_from,German
34,English,derived_from,Old Latin
584,English,derived_from,Hebrew
261,English,derived_from,Scottish Gaelic
11,English,derived_from,Provençal
75,English,derived_from,Old Dutch
192,English,derived_from,Chinese
433,English,derived_from,Dutch
131,English,derived_from,Proto-Slavic
1,English,derived_from,Old Lithuanian
25,English,derived_from,Phoenician
660,English,derived_from,Spanish
5,English,derived_from,Algerian Arabic
316,English,derived_from,Polish
12,English,derived_from,Lombardic
220,English,derived_from,Hindi
37,English,derived_from,Nahuatl
44,English,derived_from,Old Persian
9,English,derived_from,Kimbundu
73,English,derived_from,Byzantine Greek
14,English,derived_from,Classical Persian
107,English,derived_from,Basque
26,English,derived_from,Taíno
28,English,derived_from,Tibetan
1,English,derived_from,Mopan Maya
50,English,derived_from,Quechua
19,English,derived_from,Mapudungun
1,English,derived_from,Laurentian
55,English,derived_from,Middle Persian
2,English,derived_from,aa
1,English,derived_from,Soninke
3,English,derived_from,Oscan
18,English,derived_from,Khmer
1,English,derived_from,Kikuyu
35,English,derived_from,Proto-Indo-Iranian
167,English,derived_from,English
1,English,derived_from,Proto-West Semitic
13,English,derived_from,Lao
134,English,derived_from,Middle High German
2,English,derived_from,Bambara
5,English,derived_from,Chichewa
1,English,derived_from,Nauruan
12,English,derived_from,Guaraní
18,English,derived_from,Romanian
50,English,derived_from,Slovak
58,English,derived_from,Akkadian
3,English,derived_from,Ewe
25,English,derived_from,Thai
4,English,derived_from,Tongan
4,English,derived_from,Samoan
424,English,derived_from,Russian
145,English,derived_from,Ukrainian
22,English,derived_from,Old East Slavic
20,English,derived_from,Swahili
5,English,derived_from,Luganda
4,English,derived_from,Shona
1,English,derived_from,Isekiri
9,English,derived_from,Yoruba
3,English,derived_from,Turkmen
2,English,derived_from,Bactrian
1,English,derived_from,Palauan
3,English,derived_from,Proto-Malayo-Polynesian
108,English,derived_from,Turkish
71,English,derived_from,Proto-Italic
9,English,derived_from,Kongo
1,English,derived_from,Chamorro
2,English,derived_from,Halkomelem
124,English,derived_from,Yiddish
1,English,derived_from,Siraya
181,English,derived_from,Welsh
20,English,derived_from,Catalan
110,English,derived_from,Greek
11,English,derived_from,Wolof
4,English,derived_from,Proto-Nahuan
26,English,derived_from,Slovene
49,English,derived_from,Cebuano
32,English,derived_from,Sumerian
14,English,derived_from,Proto-Polynesian
2,English,derived_from,Western Keres
7,English,derived_from,Old Frisian
119,English,derived_from,Czech
19,English,derived_from,Malayalam
4,English,derived_from,Attic Greek
11,English,derived_from,Powhatan
21,English,derived_from,Indonesian
9,English,derived_from,Old Portuguese
6,English,derived_from,Aymara
4,English,derived_from,Proto-Sino-Tibetan
1,English,derived_from,Volapük
19,English,derived_from,Hawaiian
12,English,derived_from,Renaissance Latin
28,English,derived_from,Old Spanish
7,English,derived_from,Algonquin
67,English,derived_from,Gaulish
119,English,derived_from,Ottoman Turkish
5,English,derived_from,Wyandot
6,English,derived_from,Yucatec Maya
4,English,derived_from,Demotic
15,English,derived_from,Maori
92,English,derived_from,Urdu
4,English,derived_from,Middle Scots
6,English,derived_from,Igbo
8,English,derived_from,Massachusett
20,English,derived_from,Proto-Algonquian
11,English,derived_from,Arawak
5,English,derived_from,Proto-Balto-Slavic
203,English,derived_from,Translingual
28,English,derived_from,Romani
4,English,derived_from,Brazilian Portuguese
4,English,derived_from,Proto-Arawak
65,English,derived_from,Serbo-Croatian
1,English,derived_from,zls
28,English,derived_from,Cree
20,English,derived_from,Inuktitut
22,English,derived_from,Classical Syriac
1,English,derived_from,Konkani
21,English,derived_from,Icelandic
1,English,derived_from,Dogrib
33,English,derived_from,Ojibwe
17,English,derived_from,Proto-Iranian
22,English,derived_from,Zulu
10,English,derived_from,Old Turkic
8,English,derived_from,Gujarati
14,English,derived_from,Marathi
16,English,derived_from,Bengali
10,English,derived_from,Yakut
126,English,derived_from,Scots
654,English,derived_from,Irish
2,English,derived_from,Kildin Sami
3,English,derived_from,Proto-Bantu
19,English,derived_from,Middle Irish
2,English,derived_from,Doric Greek
25,English,derived_from,Gothic
96,English,derived_from,Mandarin
4,English,derived_from,Ligurian
2,English,derived_from,Corsican
6,English,derived_from,Franco-Provençal
10,English,derived_from,West Flemish
55,English,derived_from,Norwegian
3,English,derived_from,Proto-Oceanic
4,English,derived_from,Mycenaean Greek
5,English,derived_from,Hittite
29,English,derived_from,Middle Chinese
13,English,derived_from,Andalusian Arabic
2,English,derived_from,Saterland Frisian
2,English,derived_from,Dutch Low Saxon
81,English,derived_from,Swedish
16,English,derived_from,Kannada
35,English,derived_from,Tamil
3,English,derived_from,Walloon
3,English,derived_from,Okinawan
89,English,derived_from,Afrikaans
2,English,derived_from,Proto-Nuclear Polynesian
2,English,derived_from,Proto-Inuit
3,English,derived_from,Proto-Eskimo
5,English,derived_from,Pennsylvania German
111,English,derived_from,Armenian
1,English,derived_from,Northern Ndebele
7,English,derived_from,Proto-Hellenic
36,English,derived_from,Korean
16,English,derived_from,Old Church Slavonic
23,English,derived_from,Tagalog
15,English,derived_from,Old Welsh
3,English,derived_from,Oriya
4,English,derived_from,Uzbek
6,English,derived_from,Kyrgyz
1,English,derived_from,Sogdian
10,English,derived_from,Proto-Indo-Aryan
7,English,derived_from,Lombard
4,English,derived_from,Vandalic
2,English,derived_from,Tok Pisin
5,English,derived_from,Esperanto
8,English,derived_from,Sauraseni Prakrit
7,English,derived_from,Proto-Dravidian
27,English,derived_from,Bulgarian
3,English,derived_from,Shelta
14,English,derived_from,Nepali
3,English,derived_from,Old Marathi
26,English,derived_from,Telugu
7,English,derived_from,Greenlandic
6,English,derived_from,Old Danish
10,English,derived_from,Old Swedish
3,English,derived_from,Macedonian
14,English,derived_from,Venetian
8,English,derived_from,Abenaki
2,English,derived_from,Bikol Central
4,English,derived_from,Hopi
16,English,derived_from,Proto-Turkic
4,English,derived_from,Illyrian
26,English,derived_from,Low German
6,English,derived_from,Sinhalese
1,English,derived_from,Proto-Ugric
1,English,derived_from,Novial
9,English,derived_from,Galibi Carib
41,English,derived_from,Hungarian
14,English,derived_from,Coptic
11,English,derived_from,Pali
1,English,derived_from,Tabasco Chontal
5,English,derived_from,O'odham
11,English,derived_from,Javanese
6,English,derived_from,Old Javanese
1,English,derived_from,Zuni
1,English,derived_from,Chinese Pidgin English
1,English,derived_from,Wathaurong
1,English,derived_from,Middle Armenian
2,English,derived_from,Cajun French
3,English,derived_from,Dharug
3,English,derived_from,Proto-Norse
3,English,derived_from,Moksha
2,English,derived_from,Erzya
5,English,derived_from,Lakota
1,English,derived_from,Zazaki
4,English,derived_from,Proto-Mongolic
4,English,derived_from,Faroese
1,English,derived_from,Kriol
2,English,derived_from,Caddo
8,English,derived_from,Manx
1,English,derived_from,Ineseño
7,English,derived_from,Khoekhoe
1,English,derived_from,Guugu Yimidhirr
3,English,derived_from,Tigrinya
12,English,derived_from,Malagasy
7,English,derived_from,Albanian
41,English,derived_from,Georgian
4,English,derived_from,Old Polish
6,English,derived_from,Old Median
2,English,derived_from,Tundra Nenets
6,English,derived_from,Aleut
20,English,derived_from,Punjabi
1,English,derived_from,Balti
2,English,derived_from,Ge'ez
14,English,derived_from,Kazakh
9,English,derived_from,Choctaw
12,English,derived_from,Breton
3,English,derived_from,Old Catalan
4,English,derived_from,German Low German
1,English,derived_from,Acehnese
7,English,derived_from,Assamese
11,English,derived_from,Alemannic German
7,English,derived_from,Haitian Creole
8,English,derived_from,Narragansett
3,English,derived_from,Mohegan-Pequot
2,English,derived_from,North Frisian
1,English,derived_from,Shawnee
22,English,derived_from,Finnish
3,English,derived_from,Proto-Uralic
7,English,derived_from,Unami
26,English,derived_from,Cornish
1,English,derived_from,Kaurna
4,English,derived_from,Canadian French
8,English,derived_from,Mi'kmaq
3,English,derived_from,Rhine Franconian
9,English,derived_from,Jamaican Creole
1,English,derived_from,Mende
5,English,derived_from,Hausa
1,English,derived_from,Proto-Eastern Polynesian
26,English,derived_from,Norman
3,English,derived_from,Proto-Albanian
6,English,derived_from,Dakota
1,English,derived_from,Plains Apache
6,English,derived_from,Miami
1,English,derived_from,Omaha-Ponca
2,English,derived_from,Ute
1,English,derived_from,Menominee
9,English,derived_from,Munsee
4,English,derived_from,Northern Sami
9,English,derived_from,Amharic
1,English,derived_from,Paraguayan Guaraní
4,English,derived_from,Fon
9,English,derived_from,Lower Sorbian
1,English,derived_from,Ibibio
3,English,derived_from,Proto-Austronesian
4,English,derived_from,Tlingit
2,English,derived_from,Ashokan Prakrit
29,English,derived_from,Galician
2,English,derived_from,Potawatomi
2,English,derived_from,Dhivehi
10,English,derived_from,Old Armenian
2,English,derived_from,Proto-Eastern Malayo-Polynesian
1,English,derived_from,Aragonese
2,English,derived_from,Sardinian
9,English,derived_from,Gamilaraay
3,English,derived_from,Tewa
5,English,derived_from,Old Breton
3,English,derived_from,Old Georgian
2,English,derived_from,Ilocano
6,English,derived_from,Marshallese
1,English,derived_from,Prakrit
1,English,derived_from,Northern Saharan Berber
3,English,derived_from,Nootka
1,English,derived_from,White Hmong
1,English,derived_from,Moore
4,English,derived_from,Fula
2,English,derived_from,Northern Sotho
10,English,derived_from,Tswana
3,English,derived_from,Sundanese
1,English,derived_from,Rohingya
1,English,derived_from,Malecite-Passamaquoddy
20,English,derived_from,Mongolian
2,English,derived_from,Ladino
1,English,derived_from,Livonian
4,English,derived_from,Estonian
1,English,derived_from,Ramandi
1,English,derived_from,Western Apache
1,English,derived_from,Udmurt
7,English,derived_from,Lithuanian
3,English,derived_from,Wintu
7,English,derived_from,Tatar
2,English,derived_from,Tolai
9,English,derived_from,Sicilian
1,English,derived_from,Louisiana Creole French
5,English,derived_from,Middle Mongolian
3,English,derived_from,Bashkir
1,English,derived_from,Mansi
5,English,derived_from,Latvian
3,English,derived_from,Old Chinese
5,English,derived_from,Nyunga
1,English,derived_from,Old Iranian
7,English,derived_from,Mon
3,English,derived_from,Primitive Irish
1,English,derived_from,Acadian French
3,English,derived_from,Norn
3,English,derived_from,Wiradhuri
3,English,derived_from,Celtiberian
3,English,derived_from,Chukchi
2,English,derived_from,Middle Cornish
7,English,derived_from,Manchu
2,English,derived_from,Swabian
1,English,derived_from,Bavarian
3,English,derived_from,Evenki
1,English,derived_from,Tocharian B
1,English,derived_from,Mozarabic
3,English,derived_from,Miskito
1,English,derived_from,Tetum
8,English,derived_from,Neapolitan
2,English,derived_from,Angloromani
10,English,derived_from,Creek
1,English,derived_from,Waray-Waray
2,English,derived_from,Khwe
1,English,derived_from,Nheengatu
1,English,derived_from,Antillean Creole
1,English,derived_from,Shuar
1,English,derived_from,Old Novgorodian
2,English,derived_from,Opata
16,English,derived_from,Avestan
1,English,derived_from,Montana Salish
2,English,derived_from,Late Egyptian
1,English,derived_from,Sabir
7,English,derived_from,Azerbaijani
1,English,derived_from,Camtho
6,English,derived_from,Middle Welsh
4,English,derived_from,Tajik
4,English,derived_from,Dzongkha
6,English,derived_from,Mandinka
2,English,derived_from,Swazi
4,English,derived_from,Sotho
6,English,derived_from,Hokkien
1,English,derived_from,Woiwurrung
8,English,derived_from,Vietnamese
2,English,derived_from,Luxembourgish
1,English,derived_from,Ngazidja Comorian
2,English,derived_from,Baluchi
2,English,derived_from,Lower Chehalis
3,English,derived_from,Ainu
1,English,derived_from,Pipil
1,English,derived_from,Awabakal
1,English,derived_from,Lojban
1,English,derived_from,Navajo
1,English,derived_from,Literary Chinese
2,English,derived_from,Avar
1,English,derived_from,Hurrian
4,English,derived_from,Tahitian
2,English,derived_from,Swiss High German
7,English,derived_from,Balinese
5,English,derived_from,Inupiaq
1,English,derived_from,Lushootseed
1,English,derived_from,Meru
1,English,derived_from,Ngarrindjeri
1,English,derived_from,sai-car
1,English,derived_from,Jersey Dutch
3,English,derived_from,Bandjalang
1,English,derived_from,Makasar
3,English,derived_from,Crimean Tatar
5,English,derived_from,Egyptian Arabic
2,English,derived_from,Maguindanao
1,English,derived_from,Classical Tagalog
1,English,derived_from,Old Tagalog
10,English,derived_from,Pashto
1,English,derived_from,Venetic
2,English,derived_from,Ugaritic
2,English,derived_from,Gullah
1,English,derived_from,Inuvialuktun
4,English,derived_from,Punic
4,English,derived_from,Montagnais
1,English,derived_from,Lingala
1,English,derived_from,Lak
4,English,derived_from,Purepecha
1,English,derived_from,Klallam
1,English,derived_from,Mohawk
1,English,derived_from,Epic Greek
1,English,derived_from,Proto-Philippine
1,English,derived_from,Central Kurdish
3,English,derived_from,Maltese
1,English,derived_from,Asturian
2,English,derived_from,Kuna
1,English,derived_from,Proto-Baltic
1,English,derived_from,Karelian
1,English,derived_from,Kashmiri
1,English,derived_from,Sateré-Mawé
1,English,derived_from,Tiv
1,English,derived_from,Volga German
2,English,derived_from,Chagatai
1,English,derived_from,Unserdeutsch
2,English,derived_from,Buryat
2,English,derived_from,Meroitic
3,English,derived_from,Common Turkic
1,English,derived_from,Jingpho
1,English,derived_from,Valencian
1,English,derived_from,Kumeyaay
5,English,derived_from,Norwegian Bokmål
1,English,derived_from,Yagara
1,English,derived_from,Gabi
1,English,derived_from,Wakawaka
1,English,derived_from,Lozi
2,English,derived_from,Central Atlas Tamazight
2,English,derived_from,Kaqchikel
5,English,derived_from,Piedmontese
1,English,derived_from,Early Scots
1,English,derived_from,Yuma
1,English,derived_from,Slavey
1,English,derived_from,Yankunytjatjara
1,English,derived_from,Cora
1,English,derived_from,Mayo
1,English,derived_from,Ambonese Malay
5,English,derived_from,Somali
4,English,derived_from,Rusyn
3,English,derived_from,Moroccan Arabic
1,English,derived_from,Macushi
2,English,derived_from,Proto-Scythian
2,English,derived_from,Shoshone
1,English,derived_from,Cahuilla
1,English,derived_from,Kipchak
1,English,derived_from,Kalmyk
1,English,derived_from,Written Oirat
1,English,derived_from,Ingrian
3,English,derived_from,Luo
1,English,derived_from,Taos
1,English,derived_from,Proto-Siouan
1,English,derived_from,Láadan
3,English,derived_from,Transalpine Gaulish
1,English,derived_from,Kapampangan
1,English,derived_from,Picard
1,English,derived_from,Indo-Portuguese
2,English,derived_from,Michif
3,English,derived_from,Romansch
1,English,derived_from,Proto-Finnic
1,English,derived_from,Aromanian
1,English,derived_from,Southern Haida
1,English,derived_from,Kokborok
1,English,derived_from,Tzeltal
3,English,derived_from,Kashubian
1,English,derived_from,Fijian
1,English,derived_from,Caló
1,English,derived_from,Toku-No-Shima
1,English,derived_from,Karakalpak
3,English,derived_from,Parthian
1,English,derived_from,Kashaya
5,English,derived_from,Undetermined
1,English,derived_from,Classical Mandaic
1,English,derived_from,Acholi
40,English,derived_from,Belarusian
2,English,derived_from,Chiwere
1,English,derived_from,Daur
1,English,derived_from,Classical Mongolian
1,English,derived_from,Nivkh
2,English,derived_from,Ventureño
2,English,derived_from,Cumbric
2,English,derived_from,West Frisian
1,English,derived_from,Lydian
1,English,derived_from,Hassaniya
1,English,derived_from,Carolina Algonquian
1,English,derived_from,Central Sama
1,English,derived_from,K'iche'
1,English,derived_from,Elamite
1,English,derived_from,Komi-Zyrian
2,English,derived_from,Chinook Jargon
1,English,derived_from,Catawba
6,English,derived_from,Xhosa
1,English,derived_from,Manipuri
1,English,derived_from,Chinook
1,English,derived_from,Old Provençal
1,English,derived_from,Sarcee
1,English,derived_from,South Levantine Arabic
1,English,derived_from,Ionic Greek
1,English,derived_from,Ganza
4,English,derived_from,Burmese
1,English,derived_from,Yola
4,English,derived_from,Uyghur
1,English,derived_from,Ngaju
1,English,derived_from,Abkhaz
1,English,derived_from,Bella Coola
1,English,derived_from,Plains Cree
1,English,derived_from,North Levantine Arabic
1,English,derived_from,Klamath-Modoc
2,English,derived_from,Old Cornish
1,English,derived_from,Penobscot
1,English,derived_from,A-Pucikwar
1,English,derived_from,Aka-Bo
1,English,derived_from,Amdang
1,English,derived_from,Northern Paiute
2,English,derived_from,Fox
1,English,derived_from,Proto-Malayic
1,English,derived_from,Loup A
1,English,derived_from,Yagnobi
1,English,derived_from,Talysh
4,English,derived_from,Shuswap
1,English,derived_from,Huaorani
1,English,derived_from,Extremaduran
1,English,derived_from,Pictish
1,English,derived_from,Haveke
1,English,derived_from,Blin
1,English,derived_from,Beothuk
1,English,derived_from,Mandingo
1,English,derived_from,Piscataway
1,English,derived_from,Chechen
1,English,derived_from,Mòcheno
2,English,derived_from,Ossetian
1,English,derived_from,Western Panjabi
1,English,derived_from,Zhuang
1,English,derived_from,Margu
1,English,derived_from,Maharastri Prakrit
3,English,derived_from,Mojave
1,English,derived_from,Yámana
1,English,derived_from,Coast Miwok
1,English,derived_from,Proto-Takic
2,English,derived_from,Proto-Uto-Aztecan
1,English,derived_from,Chimariko
1,English,derived_from,Vilamovian
1,English,derived_from,Hakka
1,English,derived_from,Tausug
1,English,derived_from,Gogo
1,English,derived_from,tup
1,English,derived_from,Minangkabau
1,English,derived_from,Alanic
1,English,derived_from,Sindarin
2,English,derived_from,Tuvan
1,English,derived_from,Nigerian Pidgin
1,English,derived_from,Panyjima
1,English,derived_from,Kunza
1,English,derived_from,Anuak
1,English,derived_from,Old South Arabian
1,English,derived_from,Ma'di
1,English,derived_from,Quimbaya
1,English,derived_from,Nuer
1,English,derived_from,Gonja
1,English,derived_from,Beaver
1,English,derived_from,Khowar
1,English,derived_from,Tsonga
1,English,derived_from,Winnebago
1,English,derived_from,Kumyk
2,English,derived_from,Seneca
1,English,derived_from,Leonese
1,English,derived_from,Zauzou
1,English,derived_from,Shasta
1,English,derived_from,Ahtna
1,English,derived_from,Lishana Deni
1,English,derived_from,Pattani Malay
1,English,derived_from,Southern Altai
1,English,derived_from,Maasai
1,English,derived_from,Cimbrian
4,English,derived_from,Hiligaynon
1,English,derived_from,Guwar
1,English,derived_from,Kwamera
1,English,derived_from,Ivatan
1,English,derived_from,Giangan
1,English,derived_from,Obo Manobo
1,English,derived_from,Tagabawa
1,English,derived_from,Tehuelche
1,English,derived_from,Shan
1,English,derived_from,Moabite
1,English,derived_from,Blackfoot
1,English,derived_from,Mayi-Thakurti
1,English,derived_from,Arikara
1,English,derived_from,Chickasaw
1,English,derived_from,Old Czech
4,English,derived_from,Upper Sorbian
1,English,derived_from,Tepecano
3,English,derived_from,Pawnee
1,English,derived_from,Kalanga
1,English,derived_from,Oroch
1,English,derived_from,Eastern Cham
1,English,derived_from,Serrano
1,English,derived_from,Old Khmer
1,English,derived_from,Panamint
1,English,derived_from,Sindhi
4,English,derived_from,Silesian
1,English,derived_from,Hawaiian Creole
1,English,derived_from,Musi
1,English,derived_from,Banjarese
1,English,derived_from,Okanagan
1,English,derived_from,Mingrelian
1,English,derived_from,Dari
5728,English,doublet_with,English
1,English,doublet_with,Middle English
7254,English,has_root,Proto-Indo-European
2,English,has_root,Sanskrit
1,English,has_root,Proto-Indo-Iranian
265,English,borrowed_from,New Latin
182,English,borrowed_from,Medieval Latin
3503,English,borrowed_from,Latin
4498,English,borrowed_from,French
508,English,borrowed_from,Hindi
1025,English,borrowed_from,Ancient Greek
429,English,borrowed_from,Dutch
191,English,borrowed_from,Afrikaans
2094,English,borrowed_from,Spanish
317,English,borrowed_from,Portuguese
758,English,borrowed_from,Arabic
67,English,borrowed_from,Ottoman Turkish
196,English,borrowed_from,Persian
2236,English,borrowed_from,Italian
673,English,borrowed_from,Middle French
248,English,borrowed_from,Late Latin
309,English,borrowed_from,Hebrew
2056,English,borrowed_from,German
2,English,borrowed_from,Sranan Tongo
186,English,borrowed_from,Yiddish
123,English,borrowed_from,Czech
35,English,borrowed_from,Amharic
77,English,borrowed_from,Scottish Gaelic
634,English,borrowed_from,Russian
1840,English,borrowed_from,Japanese
220,English,borrowed_from,Swedish
4,English,borrowed_from,Esperanto
18,English,borrowed_from,Mexican Spanish
1,English,borrowed_from,Adnyamathanha
74,English,borrowed_from,Serbo-Croatian
6,English,borrowed_from,Latvian
107,English,borrowed_from,Scots
417,English,borrowed_from,Sanskrit
61,English,borrowed_from,Bengali
15,English,borrowed_from,Tswana
3,English,borrowed_from,Gilbertese
24,English,borrowed_from,Biblical Hebrew
6,English,borrowed_from,Dhivehi
4,English,borrowed_from,Khoekhoe
29,English,borrowed_from,Nepali
132,English,borrowed_from,Urdu
5,English,borrowed_from,Rwanda-Rundi
1,English,borrowed_from,Kanuri
152,English,borrowed_from,Vietnamese
155,English,borrowed_from,Malay
4,English,borrowed_from,Bislama
20,English,borrowed_from,Sinhalese
2,English,borrowed_from,Niuean
4,English,borrowed_from,Fijian
107,English,borrowed_from,Burmese
10,English,borrowed_from,Samoan
82,English,borrowed_from,Catalan
4,English,borrowed_from,Gamilaraay
6,English,borrowed_from,Lojban
31,English,borrowed_from,Middle Dutch
90,English,borrowed_from,Old Norse
147,English,borrowed_from,Hawaiian
537,English,borrowed_from,Polish
30,English,borrowed_from,Old French
11,English,borrowed_from,Koine Greek
1,English,borrowed_from,Attic Greek
71,English,borrowed_from,Georgian
11,English,borrowed_from,Quechua
53,English,borrowed_from,Tibetan
26,English,borrowed_from,Dharug
1,English,borrowed_from,Guugu Yimidhirr
26,English,borrowed_from,Zulu
138,English,borrowed_from,Maori
120,English,borrowed_from,Thai
158,English,borrowed_from,Armenian
69,English,borrowed_from,Swahili
9,English,borrowed_from,Anglo-Norman
1,English,borrowed_from,Frankish
44,English,borrowed_from,Egyptian
101,English,borrowed_from,Tagalog
75,English,borrowed_from,Romanian
5,English,borrowed_from,Old Tupi
11,English,borrowed_from,English
209,English,borrowed_from,Irish
9,English,borrowed_from,Old Irish
6,English,borrowed_from,Neapolitan
73,English,borrowed_from,Punjabi
15,English,borrowed_from,Ojibwe
8,English,borrowed_from,Cree
4,English,borrowed_from,Wyandot
31,English,borrowed_from,Mongolian
1,English,borrowed_from,Mizo
28,English,borrowed_from,Gujarati
1,English,borrowed_from,Ngunawal
1,English,borrowed_from,Swampy Cree
5,English,borrowed_from,Mohawk
19,English,borrowed_from,Inuktitut
15,English,borrowed_from,Assamese
5,English,borrowed_from,Tahitian
8,English,borrowed_from,Kannada
4,English,borrowed_from,Pitjantjatjara
6,English,borrowed_from,Wiradhuri
12,English,borrowed_from,Faroese
1,English,borrowed_from,Northern Sotho
4,English,borrowed_from,Sotho
7,English,borrowed_from,Estonian
26,English,borrowed_from,Middle Low German
73,English,borrowed_from,Welsh
11,English,borrowed_from,Romani
63,English,borrowed_from,Danish
181,English,borrowed_from,Korean
8,English,borrowed_from,Manchu
8,English,borrowed_from,Narragansett
10,English,borrowed_from,Middle English
68,English,borrowed_from,Chinese
95,English,borrowed_from,Turkish
1,English,borrowed_from,Mvuba
50,English,borrowed_from,Cantonese
5,English,borrowed_from,Tok Pisin
31,English,borrowed_from,Slovene
55,English,borrowed_from,Finnish
13,English,borrowed_from,Pashto
11,English,borrowed_from,Norman
170,English,borrowed_from,Greek
107,English,borrowed_from,Hungarian
6,English,borrowed_from,Balinese
8,English,borrowed_from,Low German
4,English,borrowed_from,Middle Irish
6,English,borrowed_from,Javanese
109,English,borrowed_from,Norwegian
23,English,borrowed_from,Telugu
7,English,borrowed_from,Malagasy
11,English,borrowed_from,Lao
5,English,borrowed_from,Marshallese
34,English,borrowed_from,Bulgarian
61,English,borrowed_from,Tamil
19,English,borrowed_from,Byzantine Greek
7,English,borrowed_from,Greenlandic
24,English,borrowed_from,Icelandic
30,English,borrowed_from,Cebuano
3,English,borrowed_from,Classical Persian
1,English,borrowed_from,Chickasaw
21,English,borrowed_from,Malayalam
1,English,borrowed_from,Quenya
12,English,borrowed_from,Kazakh
6,English,borrowed_from,Kyrgyz
115,English,borrowed_from,Uyghur
5,English,borrowed_from,Uzbek
124,English,borrowed_from,Ukrainian
28,English,borrowed_from,Khmer
1,English,borrowed_from,Northern Khmer
11,English,borrowed_from,Maltese
4,English,borrowed_from,Chamorro
6,English,borrowed_from,Coptic
1,English,borrowed_from,Papiamentu
61,English,borrowed_from,Pali
3,English,borrowed_from,Romansch
4,English,borrowed_from,Sabir
8,English,borrowed_from,Alemannic German
2,English,borrowed_from,Old Occitan
102,English,borrowed_from,Mandarin
8,English,borrowed_from,Occitan
3,English,borrowed_from,Gulf Arabic
6,English,borrowed_from,Akan
16,English,borrowed_from,Jamaican Creole
12,English,borrowed_from,Chinook Jargon
9,English,borrowed_from,Haitian Creole
1,English,borrowed_from,Zazaki
3,English,borrowed_from,West Flemish
24,English,borrowed_from,Classical Nahuatl
31,English,borrowed_from,Slovak
25,English,borrowed_from,Hokkien
6,English,borrowed_from,Angloromani
9,English,borrowed_from,Cajun French
4,English,borrowed_from,Aramaic
4,English,borrowed_from,Wolof
1,English,borrowed_from,Ladin
5,English,borrowed_from,Shan
2,English,borrowed_from,Chichewa
1,English,borrowed_from,Tsonga
2,English,borrowed_from,Wemba-Wemba
37,English,borrowed_from,Yagara
11,English,borrowed_from,Egyptian Arabic
43,English,borrowed_from,Yoruba
1,English,borrowed_from,ǃXóõ
2,English,borrowed_from,Powhatan
3,English,borrowed_from,Algerian Arabic
10,English,borrowed_from,Pennsylvania German
4,English,borrowed_from,Yucatec Maya
2,English,borrowed_from,Gullah
2,English,borrowed_from,Sumerian
6,English,borrowed_from,Navajo
4,English,borrowed_from,Chinese Pidgin English
2,English,borrowed_from,Gothic
4,English,borrowed_from,Massachusett
34,English,borrowed_from,Translingual
1,English,borrowed_from,Proto-Semitic
7,English,borrowed_from,Rapa Nui
3,English,borrowed_from,Shelta
2,English,borrowed_from,Kapampangan
6,English,borrowed_from,Norwegian Bokmål
8,English,borrowed_from,Canadian French
18,English,borrowed_from,Min Nan
1,English,borrowed_from,Alabama
3,English,borrowed_from,Mohegan-Pequot
1,English,borrowed_from,Chiwere
1,English,borrowed_from,Seneca
2,English,borrowed_from,Cherokee
5,English,borrowed_from,Louisiana Creole French
3,English,borrowed_from,Classical Syriac
3,English,borrowed_from,Norwegian Nynorsk
1,English,borrowed_from,Dutch Low Saxon
1,English,borrowed_from,German Low German
1,English,borrowed_from,Corsican
2,English,borrowed_from,Renaissance Latin
4,English,borrowed_from,Fon
8,English,borrowed_from,Moroccan Arabic
10,English,borrowed_from,Dzongkha
2,English,borrowed_from,Yup'ik
4,English,borrowed_from,Tongan
1,English,borrowed_from,Kriol
1,English,borrowed_from,Provençal
1,English,borrowed_from,Fox
